concept;feature
bee;does live in groups
bee;has a queen
bee;is alive
bee;is an inefficient flier
bee;is busy
bee;is circular_round
bee;is found in gardens
beer;is alcoholic
beer;is a drink
beer;is drunk
beer;is fizzy
beer;is found in pubs
beer;made of hops
beer;does make you drunk
beer;is fermented
beer;is brown
beer;is drunk by men
beer;has a head
beer;has bubbles
beer;is drunk from a glass
beer;is cold
beer;is drunk in pints
beer;is found in a bottle
beer;is liquid
beer;has froth
beer;is in a barrel
beer;is sold_bought in supermarkets_shops
beer;is yellow
beer;made of water_is watery
beer;does come in cans_tins
beer;is bitter
beer;is orange
beer;is popular
beer;is served
beer;is tasty
beer;made of yeast
beer;is brewed
beer;is found at football games
beer;is refreshing
beer;made of malt
beer;does come from a pump
beer;does come from Germany
beer;does come in crates
beer;does give you a headache
beer;is ale
beer;is clear_transparent
beer;is lager
beer;is made in a brewery
beer;is strong
beer;made of barley
beetle;is an insect
beetle;has legs
beetle;has six legs
beetle;is black
beetle;is small
beetle;has wings
beetle;has a shell
beetle;is an animal
beetle;does crawl
beetle;does eat
beetle;does scuttle_scurry
beetle;has a hard shell
beetle;has antenna
beetle;is alive
beetle;has an exoskeleton
beetle;is a car
beetle;does fly
beetle;has pincers
beetle;has species
beetle;is colourful
beetle;is shiny
beetle;has a head
beetle;has eyes
beetle;is hard
beetle;made of cells
beetle;does breathe
beetle;does eat plants
beetle;does lay eggs
beetle;does live under rocks
beetle;has a body
beetle;has organs
beetle;has spots
beetle;is associated with Egypt
beetle;is found outside
bell;made of metal
bell;does ring
bell;is noisy_loud
bell;does make sound_a noise
bell;is used in church
bell;has a handle_handles
bell;is a musical instrument
bell;has a clapper
bell;made of brass
bell;does attract attention
bell;is big_large
bell;does make music
bell;does vibrate
bell;has a ball
bell;is circular_round
bell;is hit
bell;is percussion
bell;is small
bell;is used as a warning
bell;does call people to dinner
bell;has a hammer
bell;is a signal
bell;is heavy
bell;is on doors
bell;made of ceramic_china_clay_porcelain
bell;does chime
bell;does hang
bell;has a rope
bell;is a cowbell
bell;is bell-shaped
bell;is cup shaped
bell;is found on bicycles
bell;is golden
bell;is hard
bell;is hollow
bell;is shiny
bell;made of glass
bellows;is used for fires
bellows;made of wood
bellows;does blow air
bellows;has a handle_handles
bellows;does blow
bellows;made of leather
bellows;made of metal
bellows;does pump
bellows;has a nozzle
bellows;is a tool
bellows;is handheld
bellows;is old fashioned
bellows;has a bag
bellows;is big_large
bellows;made of fabric_cloth_material
bellows;has pressurised air
bellows;is a device
bellows;is used by smithies
bellows;made of plastic
bellows;has a chamber
bellows;has a concertina
bellows;has a funnel
bellows;has two handles
bellows;has valves
bellows;is kept in museums
bellows;is manmade
bellows;is part of an instrument
bellows;made of brass
belt;made of leather
belt;has buckles
belt;is used on trousers
belt;has holes
belt;is worn around the waist
belt;is an accessory
belt;made of fabric_cloth_material
belt;is long
belt;is useful
belt;is clothing
belt;is worn
belt;is decorative
belt;is thin
belt;is fashionable
belt;made of canvas
belt;made of elastic
belt;made of metal
belt;made of plastic
belt;does go through a belt hole_loops
belt;does go with an outfit
belt;is adjustable
belt;is found in_on cars
belt;is long and thin
belt;is on hips
belt;is smart
belt;is used to cinch
belt;made of rubber
bench;made of wood
bench;is sat on
bench;has legs
bench;has a back
bench;made of metal
bench;is found in parks
bench;is found outside
bench;has a seat_seats
bench;made of plastic
bench;does commemorate
bench;has arms
bench;is hard
bench;is long
bench;has slats
bench;is found in gardens
bench;is furniture
bench;is uncomfortable
bench;has four legs
bench;is for more than one person
bench;is found in schools
bench;has a flat surface
bench;has no back
bench;is found in workshops
bench;is solid
bicycle;has wheels
bicycle;has two wheels
bicycle;is transport
bicycle;made of metal
bicycle;has handlebars
bicycle;has a pedal_pedals
bicycle;has a saddle
bicycle;has brakes
bicycle;has a seat_seats
bicycle;has a frame
bicycle;is fast
bicycle;has a chain
bicycle;has gears
bicycle;made of rubber
bicycle;has lights
bicycle;is a vehicle
bicycle;is used in Cambridge
bicycle;does move
bicycle;has a basket
bicycle;has a bell
bicycle;has a tyre_tyres
bicycle;is environmentally friendly
bicycle;is ridden
bicycle;does carry_transport
bicycle;does go on roads
bicycle;has rubber tyres
bicycle;has spokes
bicycle;is faster than walking
bicycle;is manpowered
bicycle;is used to keep fit
bicycle;is useful
bicycle;made of metal and rubber
bicycle;does travel on paths
bicycle;has a handle_handles
bicycle;has a lock
bicycle;is dangerous
bicycle;is entertaining_fun
bicycle;is for adults
bicycle;is for children
bicycle;is for cycling
bicycle;is for one person
bicycle;is used in sport
bicycle;made of plastic
bikini;has two parts
bikini;made of fabric_cloth_material
bikini;is worn
bikini;is for women_females_girls
bikini;is found on beaches
bikini;is worn for swimming
bikini;is a swimsuit
bikini;is revealing
bikini;is small
bikini;has a strap_straps
bikini;has bottoms
bikini;is clothing
bikini;is used to sunbathe
bikini;does tie
bikini;is colourful
bikini;does cover
bikini;has a top
bikini;is associated with summer
bikini;is patterned
bikini;made of elastic
bikini;made of string
bikini;has a bra
bikini;is beachwear
bikini;is sexy
bikini;is watertight_waterproof
bikini;does not cover the stomach
bikini;is cold
bikini;is pretty_attractive_beautiful
bikini;is used in water
bikini;made of lycra
bin;is for rubbish
bin;made of plastic
bin;made of metal
bin;does smell_is smelly
bin;has a lid
bin;does contain_hold
bin;has a bin bag
bin;is circular_round
bin;is a container
bin;is useful
bin;is a household item
bin;is collected
bin;is dirty
bin;is emptied
bin;is emptied by dustmen
bin;has a base
bin;has wheels
bin;is found in homes_houses
bin;is found in kitchens
bin;is rectangular_square
bin;is used in rooms
bin;made of wicker
bin;made of wood
bin;does need cleaning
bin;has a handle_handles
bin;is full
bin;is hollow
bin;is inanimate
bin;is used for recycling materials
birch;is a tree
birch;has leaves
birch;has bark
birch;has branches
birch;has a trunk
birch;has roots
birch;made of wood
birch;is tall
birch;does grow
birch;is silver
birch;is deciduous
birch;does photosynthesise
birch;has silver bark
birch;is thin
birch;does contain animals
birch;does need sunlight
birch;does need water
birch;is a plant
birch;is alive
birch;is found in forests_woods
birch;does blow in the wind
birch;does give out oxygen
birch;does need carbon dioxide
birch;does provide shade
birch;has seeds
birch;is big_large
birch;is for birds
birch;is pretty_attractive_beautiful
birch;is used to make furniture
birch;made of cells
biscuit;has sugar
biscuit;is eaten_edible
biscuit;is tasty
biscuit;is sweet
biscuit;made of flour
biscuit;is eaten with tea
biscuit;made of butter
biscuit;is crumbly
biscuit;is food
biscuit;is crunchy
biscuit;is a treat
biscuit;is in packets
biscuit;made of chocolate
biscuit;is a snack
biscuit;is unhealthy
biscuit;is baked
biscuit;is fatty_fattening
biscuit;has flavours
biscuit;is circular_round
biscuit;is soft
biscuit;made of eggs
biscuit;does break
biscuit;is brown
biscuit;is flat
biscuit;is small
biscuit;does go off
biscuit;has high energy
biscuit;has ingredients
biscuit;has writing on top
biscuit;is moreish
biscuit;is sold_bought
biscuit;is sold_bought in supermarkets_shops
biscuit;is stored in tins
biscuit;made of dough
biscuit;made of oats
biscuit;made of wheat
blender;made of plastic
blender;has a blade_blades
blender;is found in kitchens
blender;is electric
blender;made of metal
blender;is used to make smoothies
blender;is used to mix
blender;does blend
blender;is a kitchen appliance
blender;does liquidise
blender;has a sharp blade_blades
blender;is an appliance
blender;is noisy_loud
blender;does mix ingredients
blender;does chop
blender;has a lid
blender;is a container
blender;is dangerous
blender;is used in cooking
blender;does chop food
blender;is a tool
blender;is for soup
blender;does cut
blender;has a jug
blender;has a motor
blender;has metal blades
blender;has rotating blades
blender;is a utensil
blender;is fast
blender;is strong
blender;made of metal and plastic
blender;does make puree
blender;does spin
blender;has a clear body
blender;has a plug
blender;is a household item
blender;is hard to clean
blender;is messy
blender;is sharp
blender;is used in food preparation
blender;is used to make cakes
blender;is useful
blouse;has buttons
blouse;is for women_females_girls
blouse;is clothing
blouse;is worn
blouse;has sleeves
blouse;made of fabric_cloth_material
blouse;made of cotton
blouse;has a collar
blouse;is smart
blouse;is worn on upper body
blouse;is light
blouse;is a shirt
blouse;is like a shirt
blouse;is white
blouse;made of polyester
blouse;made of silk
blouse;does cover
blouse;has a neck
blouse;has long sleeves
blouse;has short sleeves
blouse;does come in colours
blouse;does fasten at front
blouse;is associated with summer
blouse;is loose
blouse;is old fashioned
blouse;is worn by humans
blueberry;is blue
blueberry;is a fruit
blueberry;is small
blueberry;is sweet
blueberry;is a berry
blueberry;does grow on bushes
blueberry;is circular_round
blueberry;is tasty
blueberry;does grow
blueberry;is eaten_edible
blueberry;has seeds
blueberry;has antioxidants
blueberry;is expensive
blueberry;is juicy
blueberry;is put in muffins
blueberry;is sour_sharp_acidic
blueberry;is dark blue
blueberry;is healthy
blueberry;is sold_bought in supermarkets_shops
blueberry;has skin_peel
blueberry;has vitamins
blueberry;is a superfood
blueberry;is spherical
blueberry;is used in cooking
blueberry;does stain
blueberry;has flesh
blueberry;is eaten as dessert
blueberry;is food
blueberry;is in punnets
blueberry;is made into a smoothie
blueberry;is picked
blueberry;is soft
blueberry;is squashy_squidgy_squishy
blueberry;is used in pies
boat;made of wood
boat;does float
boat;has sails
boat;made of metal
boat;is found on water
boat;has a rudder
boat;does sail
boat;has an engine
boat;is transport
boat;does carry_transport people
boat;has a hull
boat;does travel
boat;does carry_transport
boat;has an anchor
boat;has a captain
boat;is big_large
boat;made of fibre glass
boat;does carry_transport goods
boat;does sink
boat;has a bow_front
boat;has sailors
boat;is a vehicle
boat;is any size
boat;is for leisure_pleasure
boat;is found in seas
boat;is used by pirates
boat;has a dagger board
boat;has a deck
boat;has a mast
boat;has a propeller
boat;has a stern
boat;has oars
boat;is found on rivers
boat;is small
boat;made of plastic
bolts;made of metal
bolts;does hold things together
bolts;has a thread
bolts;is used with nuts
bolts;has a head
bolts;is small
bolts;is strong
bolts;does screw
bolts;is circular_round
bolts;is on doors
bolts;is useful
bolts;does DIY
bolts;has a hexagonal head
bolts;is heavy
bolts;is like a screw
bolts;is used in construction
bolts;is used with screws
bolts;does lock
bolts;has a flat bottom
bolts;has a hole
bolts;has an end
bolts;is a building material
bolts;is a tool
bolts;is found in tool box
bolts;is in a hardware store
bolts;is like a nail
bolts;is manmade
bolts;is rigid
bolts;is sold_bought
bolts;is tightened with a spanner
bolts;made of plastic
bomb;does explode
bomb;is dangerous
bomb;made of explosives
